"","State_Full","Area_Name","POP_ESTIMATE_2019","POP_ESTIMATE_2018"
"1",NA,"United States","328239523","326687501"
"2","Alabama","Alabama","4903185","4887681"
"3","Alabama","Autauga","55869","55533"
"4","Alabama","Baldwin","223234","217855"
"5","Alabama","Barbour","24686","24872"
"6","Alabama","Bibb","22394","22367"
"7","Alabama","Blount","57826","57771"
"8","Alabama","Bullock","10101","10174"
"9","Alabama","Butler","19448","19631"
"10","Alabama","Calhoun","113605","114331"
"11","Alabama","Chambers","33254","33600"
"12","Alabama","Cherokee","26196","26014"
"13","Alabama","Chilton","44428","44163"
"14","Alabama","Choctaw","12589","12833"
"15","Alabama","Clarke","23622","23918"
"16","Alabama","Clay","13235","13294"
"17","Alabama","Cleburne","14910","15010"
"18","Alabama","Coffee","52342","51950"
"19","Alabama","Colbert","55241","55004"
"20","Alabama","Conecuh","12067","12292"
"21","Alabama","Coosa","10663","10643"
"22","Alabama","Covington","37049","36953"
"23","Alabama","Crenshaw","13772","13825"
"24","Alabama","Cullman","83768","83418"
"25","Alabama","Dale","49172","49143"
"26","Alabama","Dallas","37196","38294"
"27","Alabama","DeKalb","71513","71407"
"28","Alabama","Elmore","81209","81011"
"29","Alabama","Escambia","36633","36524"
"30","Alabama","Etowah","102268","102611"
"31","Alabama","Fayette","16302","16445"
"32","Alabama","Franklin","31362","31298"
"33","Alabama","Geneva","26271","26306"
"34","Alabama","Greene","8111","8209"
"35","Alabama","Hale","14651","14749"
"36","Alabama","Henry","17205","17173"
"37","Alabama","Houston","105882","104770"
"38","Alabama","Jackson","51626","51621"
"39","Alabama","Jefferson","658573","659429"
"40","Alabama","Lamar","13805","13882"
"41","Alabama","Lauderdale","92729","92604"
"42","Alabama","Lawrence","32924","32941"
"43","Alabama","Lee","164542","163656"
"44","Alabama","Limestone","98915","96177"
"45","Alabama","Lowndes","9726","9974"
"46","Alabama","Macon","18068","18321"
"47","Alabama","Madison","372909","367004"
"48","Alabama","Marengo","18863","19056"
"49","Alabama","Marion","29709","29750"
"50","Alabama","Marshall","96774","96170"
"51","Alabama","Mobile","413210","413908"
"52","Alabama","Monroe","20733","21062"
"53","Alabama","Montgomery","226486","226504"
"54","Alabama","Morgan","119679","119203"
"55","Alabama","Perry","8923","9070"
"56","Alabama","Pickens","19930","19980"
"57","Alabama","Pike","33114","33242"
"58","Alabama","Randolph","22722","22727"
"59","Alabama","Russell","57961","57784"
"60","Alabama","St. Clair","89512","88654"
"61","Alabama","Shelby","217702","215583"
"62","Alabama","Sumter","12427","12634"
"63","Alabama","Talladega","79978","80137"
"64","Alabama","Tallapoosa","40367","40535"
"65","Alabama","Tuscaloosa","209355","208319"
"66","Alabama","Walker","63521","63669"
"67","Alabama","Washington","16326","16402"
"68","Alabama","Wilcox","10373","10599"
"69","Alabama","Winston","23629","23693"
"70","Alaska","Alaska","731545","735139"
"71","Alaska","Aleutians East Borough","3337","3395"
"72","Alaska","Aleutians West Census Area","5634","5640"
"73","Alaska","Anchorage Municipality","288000","290521"
"74","Alaska","Bethel Census Area","18386","18219"
"75","Alaska","Bristol Bay Borough","836","880"
"76","Alaska","Denali Borough","2097","2032"
"77","Alaska","Dillingham Census Area","4916","4991"
"78","Alaska","Fairbanks North Star Borough","96849","98565"
"79","Alaska","Haines Borough","2530","2488"
"80","Alaska","Hoonah-Angoon Census Area","2148","2155"
"81","Alaska","Juneau City and Borough","31974","32037"
"82","Alaska","Kenai Peninsula Borough","58708","58561"
"83","Alaska","Ketchikan Gateway Borough","13901","13856"
"84","Alaska","Kodiak Island Borough","12998","13250"
"85","Alaska","Kusilvak Census Area","8314","8323"
"86","Alaska","Lake and Peninsula Borough","1592","1596"
"87","Alaska","Matanuska-Susitna Borough","108317","107115"
"88","Alaska","Nome Census Area","10004","10053"
"89","Alaska","North Slope Borough","9832","9850"
"90","Alaska","Northwest Arctic Borough","7621","7694"
"91","Alaska","Petersburg Borough","3266","3244"
"92","Alaska","Prince of Wales-Hyder Census Area","6203","6360"
"93","Alaska","Sitka City and Borough","8493","8554"
"94","Alaska","Skagway Municipality","1183","1169"
"95","Alaska","Southeast Fairbanks Census Area","6893","6937"
"96","Alaska","Valdez-Cordova Census Area","9202","9161"
"97","Alaska","Wrangell City and Borough","2502","2538"
"98","Alaska","Yakutat City and Borough","579","596"
"99","Alaska","Yukon-Koyukuk Census Area","5230","5359"
"100","Arizona","Arizona","7278717","7158024"
"101","Arizona","Apache","71887","71731"
"102","Arizona","Cochise","125922","126411"
"103","Arizona","Coconino","143476","142523"
"104","Arizona","Gila","54018","53801"
"105","Arizona","Graham","38837","37995"
"106","Arizona","Greenlee","9498","9448"
"107","Arizona","La Paz","21108","21039"
"108","Arizona","Maricopa","4485414","4402403"
"109","Arizona","Mohave","212181","209292"
"110","Arizona","Navajo","110924","110242"
"111","Arizona","Pima","1047279","1036554"
"112","Arizona","Pinal","462789","446806"
"113","Arizona","Santa Cruz","46498","46395"
"114","Arizona","Yavapai","235099","231772"
"115","Arizona","Yuma","213787","211612"
"116","Arkansas","Arkansas","3017804","3009733"
"117","Arkansas","Arkansas","17486","17726"
"118","Arkansas","Ashley","19657","20012"
"119","Arkansas","Baxter","41932","41624"
"120","Arkansas","Benton","279141","272266"
"121","Arkansas","Boone","37432","37385"
"122","Arkansas","Bradley","10763","10838"
"123","Arkansas","Calhoun","5189","5227"
"124","Arkansas","Carroll","28380","28097"
"125","Arkansas","Chicot","10118","10442"
"126","Arkansas","Clark","22320","22313"
"127","Arkansas","Clay","14551","14763"
"128","Arkansas","Cleburne","24919","24994"
"129","Arkansas","Cleveland","7956","7995"
"130","Arkansas","Columbia","23457","23586"
"131","Arkansas","Conway","20846","20825"
"132","Arkansas","Craighead","110332","108816"
"133","Arkansas","Crawford","63257","63379"
"134","Arkansas","Crittenden","47955","48363"
"135","Arkansas","Cross","16419","16630"
"136","Arkansas","Dallas","7009","7152"
"137","Arkansas","Desha","11361","11507"
"138","Arkansas","Drew","18219","18328"
"139","Arkansas","Faulkner","126007","125138"
"140","Arkansas","Franklin","17715","17764"
"141","Arkansas","Fulton","12477","12308"
"142","Arkansas","Garland","99386","98966"
"143","Arkansas","Grant","18265","18180"
"144","Arkansas","Greene","45325","45339"
"145","Arkansas","Hempstead","21532","21685"
"146","Arkansas","Hot Spring","33771","33672"
"147","Arkansas","Howard","13202","13302"
"148","Arkansas","Independence","37825","37768"
"149","Arkansas","Izard","13629","13582"
"150","Arkansas","Jackson","16719","16753"
"151","Arkansas","Jefferson","66824","68067"
"152","Arkansas","Johnson","26578","26659"
"153","Arkansas","Lafayette","6624","6679"
"154","Arkansas","Lawrence","16406","16432"
"155","Arkansas","Lee","8857","8976"
"156","Arkansas","Lincoln","13024","13184"
"157","Arkansas","Little River","12259","12297"
"158","Arkansas","Logan","21466","21673"
"159","Arkansas","Lonoke","73309","73391"
"160","Arkansas","Madison","16576","16362"
"161","Arkansas","Marion","16694","16665"
"162","Arkansas","Miller","43257","43362"
"163","Arkansas","Mississippi","40651","41236"
"164","Arkansas","Monroe","6701","6880"
"165","Arkansas","Montgomery","8986","8910"
"166","Arkansas","Nevada","8252","8308"
"167","Arkansas","Newton","7753","7800"
"168","Arkansas","Ouachita","23382","23620"
"169","Arkansas","Perry","10455","10380"
"170","Arkansas","Phillips","17782","18054"
"171","Arkansas","Pike","10718","10666"
"172","Arkansas","Poinsett","23528","23903"
"173","Arkansas","Polk","19964","20019"
"174","Arkansas","Pope","64072","63594"
"175","Arkansas","Prairie","8062","8082"
"176","Arkansas","Pulaski","391911","391918"
"177","Arkansas","Randolph","17958","17970"
"178","Arkansas","St. Francis","24994","25509"
"179","Arkansas","Saline","122437","121074"
"180","Arkansas","Scott","10281","10339"
"181","Arkansas","Searcy","7881","7930"
"182","Arkansas","Sebastian","127827","127570"
"183","Arkansas","Sevier","17007","17061"
"184","Arkansas","Sharp","17442","17290"
"185","Arkansas","Stone","12506","12454"
"186","Arkansas","Union","38682","39139"
"187","Arkansas","Van Buren","16545","16635"
"188","Arkansas","Washington","239187","236611"
"189","Arkansas","White","78753","78381"
"190","Arkansas","Woodruff","6320","6466"
"191","Arkansas","Yell","21341","21462"
"192","California","California","39512223","39461588"
"193","California","Alameda","1671329","1666756"
"194","California","Alpine","1129","1089"
"195","California","Amador","39752","39405"
"196","California","Butte","219186","230339"
"197","California","Calaveras","45905","45698"
"198","California","Colusa","21547","21418"
"199","California","Contra Costa","1153526","1150519"
"200","California","Del Norte","27812","27740"
"201","California","El Dorado","192843","190746"
"202","California","Fresno","999101","991950"
"203","California","Glenn","28393","27967"
"204","California","Humboldt","135558","136244"
"205","California","Imperial","181215","181523"
"206","California","Inyo","18039","17946"
"207","California","Kern","900202","893758"
"208","California","Kings","152940","151382"
"209","California","Lake","64386","64317"
"210","California","Lassen","30573","30618"
"211","California","Los Angeles","10039107","10073906"
"212","California","Madera","157327","156882"
"213","California","Marin","258826","259662"
"214","California","Mariposa","17203","17405"
"215","California","Mendocino","86749","87401"
"216","California","Merced","277680","274151"
"217","California","Modoc","8841","8800"
"218","California","Mono","14444","14403"
"219","California","Monterey","434061","433950"
"220","California","Napa","137744","138789"
"221","California","Nevada","99755","99508"
"222","California","Orange","3175692","3175973"
"223","California","Placer","398329","392330"
"224","California","Plumas","18807","18741"
"225","California","Riverside","2470546","2445789"
"226","California","Sacramento","1552058","1538746"
"227","California","San Benito","62808","61467"
"228","California","San Bernardino","2180085","2166753"
"229","California","San Diego","3338330","3333861"
"230","California","San Francisco","881549","880696"
"231","California","San Joaquin","762148","752491"
"232","California","San Luis Obispo","283111","283354"
"233","California","San Mateo","766573","768681"
"234","California","Santa Barbara","446499","445780"
"235","California","Santa Clara","1927852","1932337"
"236","California","Santa Cruz","273213","273841"
"237","California","Shasta","180080","179709"
"238","California","Sierra","3005","2997"
"239","California","Siskiyou","43539","43550"
"240","California","Solano","447643","445725"
"241","California","Sonoma","494336","498643"
"242","California","Stanislaus","550660","548126"
"243","California","Sutter","96971","96348"
"244","California","Tehama","65084","64018"
"245","California","Trinity","12285","12567"
"246","California","Tulare","466195","464589"
"247","California","Tuolumne","54478","54387"
"248","California","Ventura","846006","848142"
"249","California","Yolo","220500","220118"
"250","California","Yuba","78668","77557"
"251","Colorado","Colorado","5758736","5691287"
"252","Colorado","Adams","517421","511354"
"253","Colorado","Alamosa","16233","16248"
"254","Colorado","Arapahoe","656590","651797"
"255","Colorado","Archuleta","14029","13730"
"256","Colorado","Baca","3581","3584"
"257","Colorado","Bent","5577","5808"
"258","Colorado","Boulder","326196","324636"
"259","Colorado","Broomfield","70465","69324"
"260","Colorado","Chaffee","20356","20041"
"261","Colorado","Cheyenne","1831","1859"
"262","Colorado","Clear Creek","9700","9604"
"263","Colorado","Conejos","8205","8181"
"264","Colorado","Costilla","3887","3812"
"265","Colorado","Crowley","6061","5957"
"266","Colorado","Custer","5068","4934"
"267","Colorado","Delta","31162","30884"
"268","Colorado","Denver","727211","716265"
"269","Colorado","Dolores","2055","2060"
"270","Colorado","Douglas","351154","342989"
"271","Colorado","Eagle","55127","54943"
"272","Colorado","Elbert","26729","26303"
"273","Colorado","El Paso","720403","712089"
"274","Colorado","Fremont","47839","47959"
"275","Colorado","Garfield","60061","59701"
"276","Colorado","Gilpin","6243","6112"
"277","Colorado","Grand","15734","15511"
"278","Colorado","Gunnison","17462","17167"
"279","Colorado","Hinsdale","820","808"
"280","Colorado","Huerfano","6897","6887"
"281","Colorado","Jackson","1392","1395"
"282","Colorado","Jefferson","582881","579392"
"283","Colorado","Kiowa","1406","1379"
"284","Colorado","Kit Carson","7097","7159"
"285","Colorado","Lake","8127","7846"
"286","Colorado","La Plata","56221","56299"
"287","Colorado","Larimer","356899","350660"
"288","Colorado","Las Animas","14506","14508"
"289","Colorado","Lincoln","5701","5606"
"290","Colorado","Logan","22409","22268"
"291","Colorado","Mesa","154210","152951"
"292","Colorado","Mineral","769","772"
"293","Colorado","Moffat","13283","13183"
"294","Colorado","Montezuma","26183","26152"
"295","Colorado","Montrose","42758","42206"
"296","Colorado","Morgan","29068","28769"
"297","Colorado","Otero","18278","18338"
"298","Colorado","Ouray","4952","4822"
"299","Colorado","Park","18845","18525"
"300","Colorado","Phillips","4265","4285"
"301","Colorado","Pitkin","17767","17976"
"302","Colorado","Prowers","12172","12079"
"303","Colorado","Pueblo","168424","167422"
"304","Colorado","Rio Blanco","6324","6330"
"305","Colorado","Rio Grande","11267","11271"
"306","Colorado","Routt","25638","25507"
"307","Colorado","Saguache","6824","6840"
"308","Colorado","San Juan","728","764"
"309","Colorado","San Miguel","8179","8180"
"310","Colorado","Sedgwick","2248","2276"
"311","Colorado","Summit","31011","30817"
"312","Colorado","Teller","25388","25113"
"313","Colorado","Washington","4908","4888"
"314","Colorado","Weld","324492","314815"
"315","Colorado","Yuma","10019","9947"
"316","Connecticut","Connecticut","3565287","3571520"
"317","Connecticut","Fairfield","943332","943971"
"318","Connecticut","Hartford","891720","892580"
"319","Connecticut","Litchfield","180333","181095"
"320","Connecticut","Middlesex","162436","162870"
"321","Connecticut","New Haven","854757","856971"
"322","Connecticut","New London","265206","266285"
"323","Connecticut","Tolland","150721","150689"
"324","Connecticut","Windham","116782","117059"
"325","Delaware","Delaware","973764","965479"
"326","Delaware","Kent","180786","178540"
"327","Delaware","New Castle","558753","557550"
"328","Delaware","Sussex","234225","229389"
"329",NA,"District of Columbia","705749","701547"
"330",NA,"District of Columbia","705749","701547"
"331","Florida","Florida","21477737","21244317"
"332","Florida","Alachua","269043","268851"
"333","Florida","Baker","29210","28353"
"334","Florida","Bay","174705","186240"
"335","Florida","Bradford","28201","27752"
"336","Florida","Brevard","601942","595203"
"337","Florida","Broward","1952778","1946107"
"338","Florida","Calhoun","14105","14543"
"339","Florida","Charlotte","188910","184849"
"340","Florida","Citrus","149657","147682"
"341","Florida","Clay","219252","215908"
"342","Florida","Collier","384902","378201"
"343","Florida","Columbia","71686","70668"
"344","Florida","DeSoto","38001","37368"
"345","Florida","Dixie","16826","16685"
"346","Florida","Duval","957755","948652"
"347","Florida","Escambia","318316","315104"
"348","Florida","Flagler","115081","112085"
"349","Florida","Franklin","12125","11676"
"350","Florida","Gadsden","45660","45927"
"351","Florida","Gilchrist","18582","18284"
"352","Florida","Glades","13811","13686"
"353","Florida","Gulf","13639","16146"
"354","Florida","Hamilton","14428","14262"
"355","Florida","Hardee","26937","27168"
"356","Florida","Hendry","42022","41336"
"357","Florida","Hernando","193920","190582"
"358","Florida","Highlands","106221","104933"
"359","Florida","Hillsborough","1471968","1451919"
"360","Florida","Holmes","19617","19443"
"361","Florida","Indian River","159923","157187"
"362","Florida","Jackson","46414","48112"
"363","Florida","Jefferson","14246","14321"
"364","Florida","Lafayette","8422","8691"
"365","Florida","Lake","367118","356720"
"366","Florida","Lee","770577","754470"
"367","Florida","Leon","293582","291657"
"368","Florida","Levy","41503","40798"
"369","Florida","Liberty","8354","8427"
"370","Florida","Madison","18493","18540"
"371","Florida","Manatee","403253","394387"
"372","Florida","Marion","365579","359062"
"373","Florida","Martin","161000","160742"
"374","Florida","Miami-Dade","2716940","2714854"
"375","Florida","Monroe","74228","74757"
"376","Florida","Nassau","88625","85936"
"377","Florida","Okaloosa","210738","206934"
"378","Florida","Okeechobee","42168","41654"
"379","Florida","Orange","1393452","1381540"
"380","Florida","Osceola","375751","368456"
"381","Florida","Palm Beach","1496770","1482876"
"382","Florida","Pasco","553947","539090"
"383","Florida","Pinellas","974996","973058"
"384","Florida","Polk","724777","706597"
"385","Florida","Putnam","74521","74043"
"386","Florida","St. Johns","264672","253814"
"387","Florida","St. Lucie","328297","320425"
"388","Florida","Santa Rosa","184313","179295"
"389","Florida","Sarasota","433742","426329"
"390","Florida","Seminole","471826","468122"
"391","Florida","Sumter","132420","128719"
"392","Florida","Suwannee","44417","44179"
"393","Florida","Taylor","21569","21545"
"394","Florida","Union","15237","15328"
"395","Florida","Volusia","553284","546101"
"396","Florida","Wakulla","33739","32413"
"397","Florida","Walton","74071","70732"
"398","Florida","Washington","25473","24793"
"399","Georgia","Georgia","10617423","10511131"
"400","Georgia","Appling","18386","18526"
"401","Georgia","Atkinson","8165","8262"
"402","Georgia","Bacon","11164","11132"
"403","Georgia","Baker","3038","3086"
"404","Georgia","Baldwin","44890","44893"
"405","Georgia","Banks","19234","18972"
"406","Georgia","Barrow","83240","80834"
"407","Georgia","Bartow","107738","106378"
"408","Georgia","Ben Hill","16700","16822"
"409","Georgia","Berrien","19397","19266"
"410","Georgia","Bibb","153159","152903"
"411","Georgia","Bleckley","12873","12821"
"412","Georgia","Brantley","19109","18985"
"413","Georgia","Brooks","15457","15479"
"414","Georgia","Bryan","39627","38059"
"415","Georgia","Bulloch","79608","77242"
"416","Georgia","Burke","22383","22439"
"417","Georgia","Butts","24936","24192"
"418","Georgia","Calhoun","6189","6353"
"419","Georgia","Camden","54666","53651"
"420","Georgia","Candler","10803","10827"
"421","Georgia","Carroll","119992","117997"
"422","Georgia","Catoosa","67580","67380"
"423","Georgia","Charlton","13392","12919"
"424","Georgia","Chatham","289430","289166"
"425","Georgia","Chattahoochee","10907","10600"
"426","Georgia","Chattooga","24789","24782"
"427","Georgia","Cherokee","258773","253914"
"428","Georgia","Clarke","128331","127268"
"429","Georgia","Clay","2834","2884"
"430","Georgia","Clayton","292256","289197"
"431","Georgia","Clinch","6618","6603"
"432","Georgia","Cobb","760141","756070"
"433","Georgia","Coffee","43273","43055"
"434","Georgia","Colquitt","45600","45455"
"435","Georgia","Columbia","156714","154077"
"436","Georgia","Cook","17270","17171"
"437","Georgia","Coweta","148509","145998"
"438","Georgia","Crawford","12404","12334"
"439","Georgia","Crisp","22372","22617"
"440","Georgia","Dade","16116","16227"
"441","Georgia","Dawson","26108","25127"
"442","Georgia","Decatur","26404","26573"
"443","Georgia","DeKalb","759297","754906"
"444","Georgia","Dodge","20605","20793"
"445","Georgia","Dooly","13390","13709"
"446","Georgia","Dougherty","87956","89200"
"447","Georgia","Douglas","146343","145024"
"448","Georgia","Early","10190","10286"
"449","Georgia","Echols","4006","4000"
"450","Georgia","Effingham","64296","62228"
"451","Georgia","Elbert","19194","19095"
"452","Georgia","Emanuel","22646","22607"
"453","Georgia","Evans","10654","10702"
"454","Georgia","Fannin","26188","25981"
"455","Georgia","Fayette","114421","113181"
"456","Georgia","Floyd","98498","97964"
"457","Georgia","Forsyth","244252","236993"
"458","Georgia","Franklin","23349","23034"
"459","Georgia","Fulton","1063937","1050131"
"460","Georgia","Gilmer","31369","30835"
"461","Georgia","Glascock","2971","2977"
"462","Georgia","Glynn","85292","84975"
"463","Georgia","Gordon","57963","57628"
"464","Georgia","Grady","24633","24774"
"465","Georgia","Greene","18324","17733"
"466","Georgia","Gwinnett","936250","927337"
"467","Georgia","Habersham","45328","45373"
"468","Georgia","Hall","204441","201538"
"469","Georgia","Hancock","8457","8368"
"470","Georgia","Haralson","29792","29561"
"471","Georgia","Harris","35236","34560"
"472","Georgia","Hart","26205","26071"
"473","Georgia","Heard","11923","11871"
"474","Georgia","Henry","234561","229728"
"475","Georgia","Houston","157863","155523"
"476","Georgia","Irwin","9416","9396"
"477","Georgia","Jackson","72977","70325"
"478","Georgia","Jasper","14219","14029"
"479","Georgia","Jeff Davis","15115","15048"
"480","Georgia","Jefferson","15362","15424"
"481","Georgia","Jenkins","8676","8765"
"482","Georgia","Johnson","9643","9706"
"483","Georgia","Jones","28735","28680"
"484","Georgia","Lamar","19077","18961"
"485","Georgia","Lanier","10423","10355"
"486","Georgia","Laurens","47546","47336"
"487","Georgia","Lee","29992","29751"
"488","Georgia","Liberty","61435","60606"
"489","Georgia","Lincoln","7921","7925"
"490","Georgia","Long","19559","19091"
"491","Georgia","Lowndes","117406","116309"
"492","Georgia","Lumpkin","33610","32899"
"493","Georgia","McDuffie","21312","21532"
"494","Georgia","McIntosh","14378","14322"
"495","Georgia","Macon","12947","13160"
"496","Georgia","Madison","29880","29642"
"497","Georgia","Marion","8359","8373"
"498","Georgia","Meriwether","21167","21094"
"499","Georgia","Miller","5718","5684"
"500","Georgia","Mitchell","21863","22135"
"501","Georgia","Monroe","27578","27503"
"502","Georgia","Montgomery","9172","9168"
"503","Georgia","Morgan","19276","18831"
"504","Georgia","Murray","40096","39943"
"505","Georgia","Muscogee","195769","194169"
"506","Georgia","Newton","111744","109421"
"507","Georgia","Oconee","40280","39478"
"508","Georgia","Oglethorpe","15259","15080"
"509","Georgia","Paulding","168667","164053"
"510","Georgia","Peach","27546","27363"
"511","Georgia","Pickens","32591","32014"
"512","Georgia","Pierce","19465","19388"
"513","Georgia","Pike","18962","18647"
"514","Georgia","Polk","42613","42346"
"515","Georgia","Pulaski","11137","11080"
"516","Georgia","Putnam","22119","21820"
"517","Georgia","Quitman","2299","2260"
"518","Georgia","Rabun","17137","16857"
"519","Georgia","Randolph","6778","6812"
"520","Georgia","Richmond","202518","201667"
"521","Georgia","Rockdale","90896","90505"
"522","Georgia","Schley","5257","5230"
"523","Georgia","Screven","13966","13960"
"524","Georgia","Seminole","8090","8270"
"525","Georgia","Spalding","66703","66107"
"526","Georgia","Stephens","25925","26007"
"527","Georgia","Stewart","6621","6435"
"528","Georgia","Sumter","29524","29796"
"529","Georgia","Talbot","6195","6290"
"530","Georgia","Taliaferro","1537","1612"
"531","Georgia","Tattnall","25286","25485"
"532","Georgia","Taylor","8020","8020"
"533","Georgia","Telfair","15860","15974"
"534","Georgia","Terrell","8531","8587"
"535","Georgia","Thomas","44451","44334"
"536","Georgia","Tift","40644","40542"
"537","Georgia","Toombs","26830","26902"
"538","Georgia","Towns","12037","11866"
"539","Georgia","Treutlen","6901","6813"
"540","Georgia","Troup","69922","70078"
"541","Georgia","Turner","7985","7908"
"542","Georgia","Twiggs","8120","8174"
"543","Georgia","Union","24511","23905"
"544","Georgia","Upson","26320","26185"
"545","Georgia","Walker","69761","69443"
"546","Georgia","Walton","94593","93202"
"547","Georgia","Ware","35734","35587"
"548","Georgia","Warren","5254","5247"
"549","Georgia","Washington","20374","20410"
"550","Georgia","Wayne","29927","29810"
"551","Georgia","Webster","2607","2606"
"552","Georgia","Wheeler","7855","7898"
"553","Georgia","White","30798","29988"
"554","Georgia","Whitfield","104628","104249"
"555","Georgia","Wilcox","8635","8827"
"556","Georgia","Wilkes","9777","9864"
"557","Georgia","Wilkinson","8954","9043"
"558","Georgia","Worth","20247","20302"
"559","Hawaii","Hawaii","1415872","1420593"
"560","Hawaii","Hawaii","201513","201509"
"561","Hawaii","Honolulu","974563","979858"
"562","Hawaii","Kalawao","86","86"
"563","Hawaii","Kauai","72293","72168"
"564","Hawaii","Maui","167417","166972"
"565","Idaho","Idaho","1787065","1750536"
"566","Idaho","Ada","481587","468764"
"567","Idaho","Adams","4294","4234"
"568","Idaho","Bannock","87808","86674"
"569","Idaho","Bear Lake","6125","6044"
"570","Idaho","Benewah","9298","9218"
"571","Idaho","Bingham","46811","46129"
"572","Idaho","Blaine","23021","22771"
"573","Idaho","Boise","7831","7655"
"574","Idaho","Bonner","45739","44705"
"575","Idaho","Bonneville","119062","116444"
"576","Idaho","Boundary","12245","12016"
"577","Idaho","Butte","2597","2587"
"578","Idaho","Camas","1106","1121"
"579","Idaho","Canyon","229849","223236"
"580","Idaho","Caribou","7155","7037"
"581","Idaho","Cassia","24030","23791"
"582","Idaho","Clark","845","851"
"583","Idaho","Clearwater","8756","8758"
"584","Idaho","Custer","4315","4250"
"585","Idaho","Elmore","27511","27362"
"586","Idaho","Franklin","13876","13704"
"587","Idaho","Fremont","13099","13155"
"588","Idaho","Gem","18112","17587"
"589","Idaho","Gooding","15179","15116"
"590","Idaho","Idaho","16667","16476"
"591","Idaho","Jefferson","29871","29405"
"592","Idaho","Jerome","24412","24066"
"593","Idaho","Kootenai","165697","161209"
"594","Idaho","Latah","40108","39829"
"595","Idaho","Lemhi","8027","7932"
"596","Idaho","Lewis","3838","3832"
"597","Idaho","Lincoln","5366","5398"
"598","Idaho","Madison","39907","39261"
"599","Idaho","Minidoka","21039","20719"
"600","Idaho","Nez Perce","40408","40256"
"601","Idaho","Oneida","4531","4462"
"602","Idaho","Owyhee","11823","11669"
"603","Idaho","Payette","23951","23507"
"604","Idaho","Power","7681","7700"
"605","Idaho","Shoshone","12882","12790"
"606","Idaho","Teton","12142","11651"
"607","Idaho","Twin Falls","86878","86029"
"608","Idaho","Valley","11392","11021"
"609","Idaho","Washington","10194","10115"
"610","Illinois","Illinois","12671821","12723071"
"611","Illinois","Adams","65435","65623"
"612","Illinois","Alexander","5761","6041"
